Name,Email,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing Name,Billing Street,Billing Address1,Billing Address2,Billing Company,Billing City,Billing Zip,Billing Province,Billing Country,Billing Phone,Shipping Name,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Shipping Phone,Notes,Note Attributes,Cancelled at,Payment Method,Payment Reference,Refunded Amount,Vendor,Outstanding Balance,Employee,Location,Device ID,Id,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Phone,Receipt Number,Duties,Billing Province Name,Shipping Province Name,Payment ID,Payment Terms Name,Next Payment Due At,Payment References
#1758,Aslam212@qfnetwork.org,paid,2025-08-22 14:42:03 -0400,unfulfilled,,no,USD,49.00,4.90,0.00,53.90,"",20.00,Economy,2025-08-22 14:42:02 -0400,1,Monthly Subscription - 2 books,49.00,49.00,PictureYasmine200,true,true,pending,Testing Order,All Seasons Feeders,All Seasons Feeders,,,Wellington,67152,KS,US,,Testing Order,All Seasons Feeders,All Seasons Feeders,,,Wellington,67152,KS,US,,"","",,(for testing) Bogus Gateway,rF0rMmSkL3MXHZ0hOD8WBYRn2,0.00,Arabic Book A Month USA,0.00,,,,6144368017544,Created_by_Monthly_Book_Subscription_App,Low,web,0.00,,,,,,,,,,,,,,Kansas,Kansas,rF0rMmSkL3MXHZ0hOD8WBYRn2,,,rF0rMmSkL3MXHZ0hOD8WBYRn2 + #1758.2
#1758,Aslam212@qfnetwork.org,,,,,,,,,,,,,,2025-08-22 14:42:02 -0400,1,Why?/ لماذا؟,10.00,0.00,PictureMajani08,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,
#1758,Aslam212@qfnetwork.org,,,,,,,,,,,,,,2025-08-22 14:42:02 -0400,1,Super Hany: Is Never Afraid! / سوبر هاني: لا يخاف أبداً!,10.00,0.00,PictureMajani04,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,
#1759,wsalam1255@qfnetwork.org,paid,2025-08-22 14:47:56 -0400,unfulfilled,,no,USD,49.00,4.90,0.00,53.90,"",14.00,Economy,2025-08-22 14:47:55 -0400,1,Monthly Subscription - 2 books,49.00,49.00,PictureYasmine200,true,true,pending,Testing Order,"440 3rd Street, Suite B",440 3rd Street,Suite B,,Neptune Beach,32266,FL,US,,Testing Order,"440 3rd Street, Suite B",440 3rd Street,Suite B,,Neptune Beach,32266,FL,US,,"","",,(for testing) Bogus Gateway,rIUPCcOEFQNGP94SRX3Yr3U0n,0.00,Arabic Book A Month USA,0.00,,,,6144377258120,Created_by_Monthly_Book_Subscription_App,Low,web,0.00,,,,,,,,,,,,,,Florida,Florida,rIUPCcOEFQNGP94SRX3Yr3U0n,,,rIUPCcOEFQNGP94SRX3Yr3U0n + #1759.2
#1759,wsalam1255@qfnetwork.org,,,,,,,,,,,,,,2025-08-22 14:47:55 -0400,1,My voice is clear/ صوتى واضح,7.00,0.00,BoardBoustany12,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,7.00,,,,,,,,,,,,,,,,,,,
#1759,wsalam1255@qfnetwork.org,,,,,,,,,,,,,,2025-08-22 14:47:55 -0400,1,I can! / أنا أستطيع,7.00,0.00,BoardBoustany08,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,7.00,,,,,,,,,,,,,,,,,,,
#1760,makSareinggan@gamil.com,paid,2025-08-22 14:50:04 -0400,unfulfilled,,no,USD,49.00,4.90,0.00,53.90,"",13.00,Economy,2025-08-22 14:50:02 -0400,1,Monthly Subscription - 2 books,49.00,49.00,PictureYasmine200,true,true,pending,SUSKAY MADRA,354 Townline Road,354 Townline Road,,,Mundelein,60060,IL,US,,SUSKAY MADRA,354 Townline Road,354 Townline Road,,,Mundelein,60060,IL,US,,"","",,(for testing) Bogus Gateway,rGOLin8fMenclk1qBfWk8Eg5A,0.00,Arabic Book A Month USA,0.00,,,,6144380207240,Created_by_Monthly_Book_Subscription_App,Low,web,0.00,,,,,,,,,,,,,,Illinois,Illinois,rGOLin8fMenclk1qBfWk8Eg5A,,,rGOLin8fMenclk1qBfWk8Eg5A + #1760.2
#1760,makSareinggan@gamil.com,,,,,,,,,,,,,,2025-08-22 14:50:02 -0400,1,Where is my tooth ? / أين سني ؟,0.00,0.00,pictureyasmine29,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1760,makSareinggan@gamil.com,,,,,,,,,,,,,,2025-08-22 14:50:02 -0400,1,Jad and Tala series A Cake for Mama - كعكة لماما,13.00,0.00,picturesalwa16,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,13.00,,,,,,,,,,,,,,,,,,,
#1761,aesdf@qfnetwork.org,partially_paid,2025-08-26 13:11:31 -0400,unfulfilled,,no,USD,32.00,4.90,0.00,36.90,"",0.00,Economy,2025-08-26 13:11:30 -0400,1,Monthly Subscription - 2 books,25.00,,PictureYasmine200,true,true,pending,Testing Order,Road Atlanta Club Race (Support) Paddock,Road Atlanta Club Race (Support) Paddock,,,Braselton,30517,GA,US,,Testing Order,Road Atlanta Club Race (Support) Paddock,Road Atlanta Club Race (Support) Paddock,,,Braselton,30517,GA,US,,TEsting Flow Chart Notes,"",,(for testing) Bogus Gateway,rT09yQya26zvOklRLXOP8Oq57,0.00,Arabic Book A Month USA,7.00,,,,6150366003336,"",Low,subscription_contract,0.00,,,,,,,,,,,,,,Georgia,Georgia,rT09yQya26zvOklRLXOP8Oq57,,,rT09yQya26zvOklRLXOP8Oq57
#1761,aesdf@qfnetwork.org,,,,,,,,,,,,,,2025-08-26 13:11:30 -0400,1,I can! / أنا أستطيع,7.00,0.00,BoardBoustany08,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1762,sarahmoawad@icloud.com,paid,2025-09-03 21:04:09 -0400,unfulfilled,,no,USD,49.00,4.90,0.00,53.90,"",17.00,Economy,2025-09-03 21:04:07 -0400,1,Monthly Subscription - 2 books,49.00,49.00,PictureYasmine200,true,true,pending,Testing Order,114 Ruth Drive,114 Ruth Drive,,,Ashland City,37015,TN,US,,Testing Order,114 Ruth Drive,114 Ruth Drive,,,Ashland City,37015,TN,US,,"","",,(for testing) Bogus Gateway,rPFkPs8okExi2aZofZXT03qh6,0.00,Arabic Book A Month USA,0.00,,,,6165696741512,Created_by_Monthly_Book_Subscription_App,Low,web,0.00,,,,,,,,,,,,,,Tennessee,Tennessee,rPFkPs8okExi2aZofZXT03qh6,,,rPFkPs8okExi2aZofZXT03qh6 + #1762.2
#1762,sarahmoawad@icloud.com,,,,,,,,,,,,,,2025-09-03 21:04:07 -0400,1,Super Hany: Is Never Afraid! / سوبر هاني: لا يخاف أبداً!,10.00,0.00,PictureMajani04,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,
#1762,sarahmoawad@icloud.com,,,,,,,,,,,,,,2025-09-03 21:04:07 -0400,1,I can! / أنا أستطيع,7.00,0.00,BoardBoustany08,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,7.00,,,,,,,,,,,,,,,,,,,
#1763,sarahmoawad@icloud.com,paid,2025-09-03 21:07:50 -0400,unfulfilled,,no,USD,49.00,4.90,0.00,53.90,"",20.00,Economy,2025-09-03 21:07:48 -0400,1,Monthly Subscription - 2 books,49.00,49.00,PictureYasmine200,true,true,pending,MAL SLJDo,1477 Kenwood Drive,1477 Kenwood Drive,,,Menasha,54952,WI,US,,MAL SLJDo,1477 Kenwood Drive,1477 Kenwood Drive,,,Menasha,54952,WI,US,,"","",,(for testing) Bogus Gateway,rnno6isdyTBrBAebM398w4Gvf,0.00,Arabic Book A Month USA,0.00,,,,6165699330184,Created_by_Monthly_Book_Subscription_App,Low,web,0.00,,,,,,,,,,,,,,Wisconsin,Wisconsin,rnno6isdyTBrBAebM398w4Gvf,,,rnno6isdyTBrBAebM398w4Gvf + #1763.2
#1763,sarahmoawad@icloud.com,,,,,,,,,,,,,,2025-09-03 21:07:48 -0400,1,Khaled: Conquering Fear/  خالد: هزمت وحش الخوف,10.00,0.00,PreteenRabie12,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,
#1763,sarahmoawad@icloud.com,,,,,,,,,,,,,,2025-09-03 21:07:48 -0400,1,Super Hany: Is Never Afraid! / سوبر هاني: لا يخاف أبداً!,10.00,0.00,PictureMajani04,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,
#1764,Aslam1221@qfnetwork.org,paid,2025-09-03 21:12:16 -0400,unfulfilled,,no,USD,49.00,4.90,0.00,53.90,"",28.00,Economy,2025-09-03 21:12:15 -0400,1,Monthly Subscription - 2 books,49.00,49.00,PictureYasmine200,true,true,pending,Testing Order,600 Terminal Drive,600 Terminal Drive,,,Louisville,40209,KY,US,,Testing Order,600 Terminal Drive,600 Terminal Drive,,,Louisville,40209,KY,US,,"","",,(for testing) Bogus Gateway,rqrlKC8ldFlz3R2sBzNloAc57,0.00,Arabic Book A Month USA,0.00,,,,6165703721096,Created_by_Monthly_Book_Subscription_App,Low,web,0.00,,,,,,,,,,,,,,Kentucky,Kentucky,rqrlKC8ldFlz3R2sBzNloAc57,,,rqrlKC8ldFlz3R2sBzNloAc57 + #1764.2
#1764,Aslam1221@qfnetwork.org,,,,,,,,,,,,,,2025-09-03 21:12:15 -0400,1,الأرنبة أرنوبة,13.00,0.00,BoardJarir47,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,13.00,,,,,,,,,,,,,,,,,,,
#1764,Aslam1221@qfnetwork.org,,,,,,,,,,,,,,2025-09-03 21:12:15 -0400,1,Vegetables/ الخضروات,15.00,15.00,BoardJarir16,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,
#1765,mohmmaduzai1r799@gmail.com,paid,2025-09-03 21:15:39 -0400,unfulfilled,,no,USD,136.71,0.00,0.00,136.71,"",23.00,Economy,2025-09-03 21:15:37 -0400,3,Monthly Subscription - 2 books,45.57,147.00,PictureYasmine200,true,true,pending,LSDKF lSKDfal,260 Crittenden Boulevard,260 Crittenden Boulevard,,,Rochester,14642,NY,US,,LSDKF lSKDfal,260 Crittenden Boulevard,260 Crittenden Boulevard,,,Rochester,14642,NY,US,,"","",,(for testing) Bogus Gateway,rmtKh76ZSdMBqLELkxe90p6So,0.00,Arabic Book A Month USA,0.00,,,,6165706866824,Created_by_Monthly_Book_Subscription_App,Low,web,0.00,,,,,,,,,,,,,,New York,New York,rmtKh76ZSdMBqLELkxe90p6So,,,rmtKh76ZSdMBqLELkxe90p6So + #1765.2
#1765,mohmmaduzai1r799@gmail.com,,,,,,,,,,,,,,2025-09-03 21:15:37 -0400,1,Mimo the Monkey/القرد ميمو,13.00,0.00,Boardjarir46,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,13.00,,,,,,,,,,,,,,,,,,,
#1765,mohmmaduzai1r799@gmail.com,,,,,,,,,,,,,,2025-09-03 21:15:37 -0400,1,Pillow: It Moves,10.00,0.00,BoardMajani26,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,
#1766,sarahmoawad@icloud.com,paid,2025-09-03 21:23:47 -0400,unfulfilled,,no,USD,49.00,4.90,0.00,53.90,"",17.00,Economy,2025-09-03 21:23:45 -0400,1,Monthly Subscription - 2 books,49.00,49.00,PictureYasmine200,true,true,pending,ALDK LSDJp,514 Riverview Avenue,514 Riverview Avenue,,,Waukesha,53188,WI,US,,ALDK LSDJp,514 Riverview Avenue,514 Riverview Avenue,,,Waukesha,53188,WI,US,,"","",,(for testing) Bogus Gateway,rJjo5flHxXicUKlKdT7r8rdJS,0.00,Arabic Book A Month USA,0.00,,,,6165714894984,Created_by_Monthly_Book_Subscription_App,Low,web,0.00,,,,,,,,,,,,,,Wisconsin,Wisconsin,rJjo5flHxXicUKlKdT7r8rdJS,,,rJjo5flHxXicUKlKdT7r8rdJS + #1766.2
#1766,sarahmoawad@icloud.com,,,,,,,,,,,,,,2025-09-03 21:23:45 -0400,1,Why?/ لماذا؟,10.00,0.00,PictureMajani08,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,
#1766,sarahmoawad@icloud.com,,,,,,,,,,,,,,2025-09-03 21:23:45 -0400,1,My voice is clear/ صوتى واضح,7.00,0.00,BoardBoustany12,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,7.00,,,,,,,,,,,,,,,,,,,
#1767,Aslam1232@qfnetwork.org,paid,2025-09-03 22:05:05 -0400,unfulfilled,,no,USD,49.00,4.90,0.00,53.90,"",20.00,Economy,2025-09-03 22:05:03 -0400,1,Monthly Subscription - 2 books,49.00,49.00,PictureYasmine200,true,true,pending,Testing Order,4915 Hawkins Street Northeast,4915 Hawkins Street Northeast,,,Albuquerque,87109,NM,US,,Testing Order,4915 Hawkins Street Northeast,4915 Hawkins Street Northeast,,,Albuquerque,87109,NM,US,,"","",,(for testing) Bogus Gateway,rntLAo0IaK8C8BHuF1gTVx7jl,0.00,Arabic Book A Month USA,0.00,,,,6165753954440,Created_by_Monthly_Book_Subscription_App,Low,web,0.00,,,,,,,,,,,,,,New Mexico,New Mexico,rntLAo0IaK8C8BHuF1gTVx7jl,,,rntLAo0IaK8C8BHuF1gTVx7jl + #1767.2
#1767,Aslam1232@qfnetwork.org,,,,,,,,,,,,,,2025-09-03 22:05:03 -0400,1,Dreams of the Animals / أحلام الحيوانات,10.00,0.00,PictureShorouk05,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,
#1767,Aslam1232@qfnetwork.org,,,,,,,,,,,,,,2025-09-03 22:05:03 -0400,1,Super Hany: Is Never Afraid! / سوبر هاني: لا يخاف أبداً!,10.00,0.00,PictureMajani04,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,
#1768,wsalam@qfnetwork.org,paid,2025-09-04 17:54:32 -0400,unfulfilled,,no,USD,49.00,4.90,0.00,53.90,"",13.00,Economy,2025-09-04 17:54:30 -0400,1,Monthly Subscription - 2 books,49.00,49.00,PictureYasmine200,true,true,pending,PSF LJJ,5297 Winder Highway,5297 Winder Highway,,,Braselton,30517,GA,US,,PSF LJJ,5297 Winder Highway,5297 Winder Highway,,,Braselton,30517,GA,US,,"","",,(for testing) Bogus Gateway,rmsj6h4dGvNQ16vwiOfIUuKat,0.00,Arabic Book A Month USA,0.00,,,,6167241719944,Created_by_Monthly_Book_Subscription_App,Low,web,0.00,,,,,,,,,,,,,,Georgia,Georgia,rmsj6h4dGvNQ16vwiOfIUuKat,,,rmsj6h4dGvNQ16vwiOfIUuKat + #1768.2
#1768,wsalam@qfnetwork.org,,,,,,,,,,,,,,2025-09-04 17:54:30 -0400,1,Jad and Tala series A Cake for Mama - كعكة لماما,13.00,0.00,picturesalwa16,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,13.00,,,,,,,,,,,,,,,,,,,
#1768,wsalam@qfnetwork.org,,,,,,,,,,,,,,2025-09-04 17:54:30 -0400,1,Where is my tooth ? / أين سني ؟,0.00,0.00,pictureyasmine29,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1769,wsalam@qfnetwork.org,paid,2025-09-04 18:00:40 -0400,unfulfilled,,no,USD,49.00,4.90,0.00,53.90,"",25.00,Economy,2025-09-04 18:00:38 -0400,1,Monthly Subscription - 2 books,49.00,49.00,PictureYasmine200,true,true,pending,Testing Order,5297 Winder Highway,5297 Winder Highway,,,Braselton,30517,GA,US,,Testing Order,5297 Winder Highway,5297 Winder Highway,,,Braselton,30517,GA,US,,"","",,(for testing) Bogus Gateway,rTxTevpskbSzEne3QfYuXY43J,0.00,Arabic Book A Month USA,0.00,,,,6167248339080,Created_by_Monthly_Book_Subscription_App,Low,web,0.00,,,,,,,,,,,,,,Georgia,Georgia,rTxTevpskbSzEne3QfYuXY43J,,,rTxTevpskbSzEne3QfYuXY43J + #1769.2
#1769,wsalam@qfnetwork.org,,,,,,,,,,,,,,2025-09-04 18:00:38 -0400,1,Five Beautiful Cats /خمس قطط جميلة,15.00,0.00,BoardLiban08,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,
#1769,wsalam@qfnetwork.org,,,,,,,,,,,,,,2025-09-04 18:00:38 -0400,1,Nour: We have english lesson: نور: الغوث لدينا حصة لغة إنجليزية,10.00,0.00,PreteenRabie04,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,
#1770,Aslam12@qfnetwork.org,paid,2025-09-04 18:05:07 -0400,unfulfilled,,no,USD,49.00,4.90,0.00,53.90,"",25.00,Economy,2025-09-04 18:05:06 -0400,1,Monthly Subscription - 2 books,49.00,49.00,PictureYasmine200,true,true,pending,Testing Order,5297 Winder Highway,5297 Winder Highway,,,Braselton,30517,GA,US,,Testing Order,5297 Winder Highway,5297 Winder Highway,,,Braselton,30517,GA,US,,"","",,(for testing) Bogus Gateway,rjYur546UcbTP3lQZ3uBsb9td,0.00,Arabic Book A Month USA,0.00,,,,6167252566152,Created_by_Monthly_Book_Subscription_App,Low,web,0.00,,,,,,,,,,,,,,Georgia,Georgia,rjYur546UcbTP3lQZ3uBsb9td,,,rjYur546UcbTP3lQZ3uBsb9td + #1770.2
#1770,Aslam12@qfnetwork.org,,,,,,,,,,,,,,2025-09-04 18:05:06 -0400,1,Nour: We have english lesson: نور: الغوث لدينا حصة لغة إنجليزية,10.00,0.00,PreteenRabie04,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,
#1770,Aslam12@qfnetwork.org,,,,,,,,,,,,,,2025-09-04 18:05:06 -0400,1,Explore: Animals/ العب واكتشف: الحيوانات,15.00,15.00,BoardMaaref53,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,
#1771,mohmmaduzair7939@gmail.com,paid,2025-09-04 19:16:16 -0400,unfulfilled,,no,USD,29.00,4.90,0.00,33.90,"",25.00,Economy,2025-09-04 19:16:15 -0400,1,Monthly Subscription - 3 books,29.00,29.00,PictureYasmine200,true,true,pending,Testing Order,"9503 Research Boulevard, Suite 250",9503 Research Boulevard,Suite 250,,Austin,78759,TX,US,,Testing Order,"9503 Research Boulevard, Suite 250",9503 Research Boulevard,Suite 250,,Austin,78759,TX,US,,"","",,(for testing) Bogus Gateway,rN0SDbzfsDNn7SrPfvNs1NVVO,0.00,Arabic Book A Month USA,0.00,,,,6167325769864,Created_by_Monthly_Book_Subscription_App,Low,web,0.00,,,,,,,,,,,,,,Texas,Texas,rN0SDbzfsDNn7SrPfvNs1NVVO,,,rN0SDbzfsDNn7SrPfvNs1NVVO + #1771.2
#1771,mohmmaduzair7939@gmail.com,,,,,,,,,,,,,,2025-09-04 19:16:15 -0400,1,Five Beautiful Cats /خمس قطط جميلة,15.00,0.00,BoardLiban08,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,
#1771,mohmmaduzair7939@gmail.com,,,,,,,,,,,,,,2025-09-04 19:16:15 -0400,1,Where is my tooth ? / أين سني ؟,0.00,0.00,pictureyasmine29,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1771,mohmmaduzair7939@gmail.com,,,,,,,,,,,,,,2025-09-04 19:16:15 -0400,1,Outside of the Circle /برة الدايرة,10.00,10.00,PreteenShorouk05,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,
#1772,wsalam@qfnetwork.org,paid,2025-09-04 19:27:39 -0400,unfulfilled,,no,USD,49.00,4.90,0.00,53.90,"",17.00,Economy,2025-09-04 19:27:38 -0400,1,Monthly Subscription - 2 books,49.00,49.00,PictureYasmine200,true,true,pending,Testing Order,307 North Reformatory Road,307 North Reformatory Road,,,El Reno,73036,OK,US,,Testing Order,307 North Reformatory Road,307 North Reformatory Road,,,El Reno,73036,OK,US,,"","",,(for testing) Bogus Gateway,rIadTlxDdOlfQAThrn8feLpSq,0.00,Arabic Book A Month USA,0.00,,,,6167335010440,Created_by_Monthly_Book_Subscription_App,Low,web,0.00,,,,,,,,,,,,,,Oklahoma,Oklahoma,rIadTlxDdOlfQAThrn8feLpSq,,,rIadTlxDdOlfQAThrn8feLpSq + #1772.2
#1772,wsalam@qfnetwork.org,,,,,,,,,,,,,,2025-09-04 19:27:38 -0400,1,My voice is clear/ صوتى واضح,7.00,0.00,BoardBoustany12,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,7.00,,,,,,,,,,,,,,,,,,,
#1772,wsalam@qfnetwork.org,,,,,,,,,,,,,,2025-09-04 19:27:38 -0400,1,Dreams of the Animals / أحلام الحيوانات,10.00,0.00,PictureShorouk05,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,
#1773,aslam12@qfnetwork.org,paid,2025-09-04 19:32:11 -0400,unfulfilled,,no,USD,49.00,4.90,0.00,53.90,"",25.00,Economy,2025-09-04 19:32:10 -0400,1,Monthly Subscription - 2 books,49.00,49.00,PictureYasmine200,true,true,pending,Testing Order,5297 Winder Highway,5297 Winder Highway,,,Braselton,30517,GA,US,,Testing Order,5297 Winder Highway,5297 Winder Highway,,,Braselton,30517,GA,US,,"","",,(for testing) Bogus Gateway,roWVMnitKxoONGStiyM3JwnRg,0.00,Arabic Book A Month USA,0.00,,,,6167338320008,Created_by_Monthly_Book_Subscription_App,Low,web,0.00,,,,,,,,,,,,,,Georgia,Georgia,roWVMnitKxoONGStiyM3JwnRg,,,roWVMnitKxoONGStiyM3JwnRg + #1773.2
#1773,aslam12@qfnetwork.org,,,,,,,,,,,,,,2025-09-04 19:32:10 -0400,1,Five Beautiful Cats /خمس قطط جميلة,15.00,0.00,BoardLiban08,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,
#1773,aslam12@qfnetwork.org,,,,,,,,,,,,,,2025-09-04 19:32:10 -0400,1,Dreams of the Animals / أحلام الحيوانات,10.00,0.00,PictureShorouk05,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,
#1774,muhammaduzair799@gmail.com,partially_paid,2025-09-11 16:01:37 -0400,unfulfilled,,no,USD,112.55,31.02,0.00,143.57,"",0.00,International Shipping,2025-09-11 16:01:36 -0400,1,19 Girls and I/  ١٩ بنتاً و أنا,10.82,,PictureShorouk19,true,true,pending,Testing Order,528 Avenue Ogilvy,528 Avenue Ogilvy,,,Montréal,H3N 1M8,QC,CA,,Testing Order,528 Avenue Ogilvy,528 Avenue Ogilvy,,,Montréal,H3N 1M8,QC,CA,,TEsting Flow Chart Notes,"",,(for testing) Bogus Gateway,rWA7UEFmjeJNHrbFxSBYxJ8ql,0.00,Arabic Book A Month USA,101.72,,,,6179233431688,"",Low,web,0.00,,,,,,,,,,,,,,Quebec,Quebec,rWA7UEFmjeJNHrbFxSBYxJ8ql,,,rWA7UEFmjeJNHrbFxSBYxJ8ql
#1774,muhammaduzair799@gmail.com,,,,,,,,,,,,,,2025-09-11 16:01:36 -0400,1,A Duck in the Train,101.73,0.00,PictureAliaa07,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1775,Aslam12@qfnetwork.org,paid,2025-09-15 19:22:32 -0400,unfulfilled,,no,USD,49.00,4.90,0.00,53.90,"",20.00,Economy,2025-09-15 19:22:30 -0400,1,Monthly Subscription - 2 books,49.00,49.00,PictureYasmine200,true,true,pending,Testing Order,291 Kollmeyer Street,291 Kollmeyer Street,,,Newport,02841,RI,US,,Testing Order,291 Kollmeyer Street,291 Kollmeyer Street,,,Newport,02841,RI,US,,"","",,(for testing) Bogus Gateway,rrrnpHm2cF65ALOMsDGHfEyub,0.00,Arabic Book A Month USA,0.00,,,,6185878388872,Created_by_Monthly_Book_Subscription_App,Low,web,0.00,,,,,,,,,,,,,,Rhode Island,Rhode Island,rrrnpHm2cF65ALOMsDGHfEyub,,,rrrnpHm2cF65ALOMsDGHfEyub + #1775.1
#1775,Aslam12@qfnetwork.org,,,,,,,,,,,,,,2025-09-15 19:22:30 -0400,1,Khaled: Conquering Fear/  خالد: هزمت وحش الخوف,10.00,0.00,PreteenRabie12,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,
#1775,Aslam12@qfnetwork.org,,,,,,,,,,,,,,2025-09-15 19:22:30 -0400,1,Why?/ لماذا؟,10.00,0.00,PictureMajani08,true,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic Book A Month USA,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,
